AAH03JACmAAEbrSAqN,20120620,23:35:40,269,23.7976,90.367302
AAH03JACmAAEbrSAqN,20120620,20:35:02,56,23.7976,90.367302
AAH03JACmAAEbrSAqN,20120625,15:38:06,106,23.7976,90.367302
AAH03JACmAAEbrSAqN,20120625,10:12:37,54,23.7472,90.398598
AAH03JACmAAEbrSAqN,20120625,11:05:19,21,23.7976,90.367302
AAH03JACmAAEbrSAqN,20120625,15:37:03,16,23.7976,90.367302
AAH03JACmAAEbrSAqN,20120625,13:29:04,62,23.82,90.361397
AAH03JACmAAEbrSAqN,20120625,10:11:00,30,23.7456,90.394402
AAH03JACmAAEbrSAqN,20120625,11:25:14,14,23.7976,90.367302
AAH03JACmAAEbrSAqN,20120629,20:11:21,191,23.7575,90.381401
AAH03JACmAAEbrSAqN,20120629,19:48:43,49,23.7428,90.368301
AAH03JACmAAEbrSAqN,20120629,10:46:27,32,23.798599,90.353302
AAH03JACmAAEbrSAqN,20120630,19:21:30,81,23.7976,90.367302
AAH03JACmAAEbrSAqN,20120630,22:12:23,34,23.7976,90.367302
AAH03JACmAAEbrSAqN,20120628,15:27:56,239,23.804701,90.363899
AAH03JACmAAEbrSAqN,20120627,08:02:44,345,23.7976,90.367302
AAH03JACmAAEbrSAqN,20120630,22:14:33,412,23.7976,90.367302
AAH03JACmAAEbrSAqN,20120630,02:19:01,797,23.7976,90.367302
AAH03JACmAAEbrSAqN,20120628,15:32:13,3600,23.8064,90.360603
AAH03JACmAAEbrSAqN,20120630,13:18:14,134,23.7976,90.367302
AAH03JACmAAEbrSAqN,20120629,21:04:44,486,23.7976,90.367302
AAH03JACmAAEbrSAqN,20120628,16:32:49,355,23.8244,90.363899
AAH03JACmAAEbrSAqN,20120629,13:56:19,293,23.7976,90.367302
AAH03JACmAAEbrSAqO,20120628,18:47:15,30,23.7976,90.367302
AAH03JACmAAEbrSAqO,20120628,05:53:07,14,23.7976,90.367302
AAH03JACmAAEbrSAqO,20120628,10:15:06,66,23.6992,90.449997
AAH03JACmAAEbrSAqO,20120628,10:21:55,44,23.6992,90.449997
AAH03JACmAAEbrSAqO,20120626,09:08:18,25,23.6992,90.449997
AAH03JACmAAEbrSAqO,20120626,06:42:29,17,23.689699,90.430801
AAH03JACmAAEbrSAqO,20120627,18:58:45,39,23.6992,90.449997
AAH03JACmAAEbrSAqO,20120628,21:14:51,246,23.708599,90.4356
AAH03JACmAAEbrSAqO,20120626,19:41:16,19,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120630,05:59:40,39,23.7139,90.429703
AAH03JACmAAEbrSAqO,20120630,20:51:47,50,23.6989,90.435303
AAH03JACmAAEbrSAqO,20120630,21:13:57,14,23.712799,90.426903
AAH03JACmAAEbrSAqO,20120627,15:48:57,20,23.6992,90.449997
AAH03JACmAAEbrSAqO,20120627,15:49:39,38,23.6992,90.449997
AAH03JACmAAEbrSAqO,20120626,19:25:13,10,23.7022,90.4506
AAH03JACmAAEbrSAqO,20120629,18:31:24,34,23.6992,90.4561
AAH03JACmAAEbrSAqO,20120630,06:14:25,58,23.7078,90.430603
AAH03JACmAAEbrSAqO,20120630,06:55:26,39,23.6989,90.435303
AAH03JACmAAEbrSAqO,20120630,07:28:42,27,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120626,07:12:27,13,23.6989,90.435303
AAH03JACmAAEbrSAqO,20120626,07:34:19,10,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120630,05:33:09,20,23.6992,90.449997
AAH03JACmAAEbrSAqO,20120630,07:16:33,93,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120630,21:48:33,61,23.6989,90.435303
AAH03JACmAAEbrSAqO,20120630,19:15:24,11,23.712799,90.426903
AAH03JACmAAEbrSAqO,20120628,10:16:38,230,23.6992,90.449997
AAH03JACmAAEbrSAqO,20120627,22:49:06,26,23.6992,90.449997
AAH03JACmAAEbrSAqO,20120627,00:19:13,134,23.6992,90.449997
AAH03JACmAAEbrSAqO,20120628,07:14:30,29,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120628,07:50:38,23,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120630,07:52:10,60,23.702499,90.442802
AAH03JACmAAEbrSAqO,20120627,15:51:04,11,23.6992,90.449997
AAH03JACmAAEbrSAqO,20120630,18:24:06,23,23.7139,90.429703
AAH03JACmAAEbrSAqO,20120628,19:48:01,24,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120630,20:36:32,25,23.689699,90.430801
AAH03JACmAAEbrSAqO,20120630,06:19:48,32,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120630,06:54:04,22,23.6989,90.435303
AAH03JACmAAEbrSAqO,20120630,05:35:45,21,23.7022,90.4506
AAH03JACmAAEbrSAqO,20120626,07:13:59,26,23.6989,90.435303
AAH03JACmAAEbrSAqO,20120626,07:45:45,14,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120630,21:10:40,40,23.712799,90.426903
AAH03JACmAAEbrSAqO,20120624,07:08:26,87,23.6989,90.435303
AAH03JACmAAEbrSAqO,20120624,07:39:59,94,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120624,06:36:59,30,23.6989,90.435303
AAH03JACmAAEbrSAqO,20120624,20:05:57,19,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120625,20:46:12,4,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120625,19:38:20,72,23.6936,90.4561
AAH03JACmAAEbrSAqO,20120624,19:39:32,31,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120624,20:43:50,37,23.6989,90.444397
AAH03JACmAAEbrSAqO,20120624,07:17:01,35,23.689699,90.430801
AAH03JACmAAEbrSAqO,20120624,05:59:28,50,23.7078,90.430603
AAH03JACmAAEbrSAqO,20120624,06:01:27,7,23.7064,90.428101
AAH03JACmAAEbrSAqO,20120624,05:47:59,26,23.7097,90.434196
AAH03JACmAAEbrSAqO,20120624,19:19:16,22,23.705,90.447197
AAH03JACmAAEbrSAqO,20120624,20:41:13,64,23.694201,90.4431
AAH03JACmAAEbrSAqO,20120624,19:08:52,22,23.6992,90.4561
AAH03JACmAAEbrSAqO,20120703,23:13:08,193,23.6992,90.449997
AAH03JACmAAEbrSAqO,20120707,00:28:11,42,23.6992,90.449997
AAH03JACmAAEbrSAqO,20120706,19:07:15,55,23.6992,90.449997
AAH03JACmAAEbrSAqO,20120704,19:39:19,15,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120701,19:00:19,52,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120702,06:52:37,80,23.703899,90.434402
AAH03JACmAAEbrSAqO,20120702,05:39:21,18,23.6992,90.449997
AAH03JACmAAEbrSAqO,20120703,10:49:40,55,23.6992,90.449997
